Iteration, Train Error, Test Error
0, 0.17646658958891392, 0.18022085905369165
1, 0.138130731908383, 0.1363350702195418
2, 0.13815521230179845, 0.13628945369331927
3, 0.14171452859391823, 0.13907300086454663
4, 0.1440519594436492, 0.14154861191379073
5, 0.13533823624926303, 0.13841599495139303
6, 0.14200815489273205, 0.14015263342914713
7, 0.14582682504379346, 0.14819731975187025
8, 0.1363871532063767, 0.1335261485372963
9, 0.15771612252214207, 0.15700878849170005
10, 0.13767152198643773, 0.13711966436361783
11, 0.16728101574674956, 0.16791089508898704
12, 0.13217534014325322, 0.13204997767141388
13, 0.13409294268062577, 0.1312247924001454
14, 0.14849533733644912, 0.14530932866875454
15, 0.13689039217472185, 0.13843090849198456
16, 0.1635837857398927, 0.16496891671597386
17, 0.147531600661443, 0.14277379734101778
18, 0.13047726604551302, 0.1312823836090855
19, 0.1322529493327564, 0.13385035372709395
20, 0.1405946550084597, 0.1355120352234107
21, 0.13786145770540176, 0.14128624440687762
22, 0.14588770464270073, 0.14129115015222213
23, 0.1518551993248743, 0.1557729988170104
24, 0.14635566768229166, 0.14668719136162833
25, 0.13407527911672706, 0.13269668027300469
26, 0.16238531845851265, 0.1640758236090622
27, 0.1338913259131719, 0.13219394850744015
28, 0.13435216617354165, 0.13744173080503036
29, 0.1402187137682488, 0.1362079860529552
30, 0.13737660266679777, 0.14006203244673343
31, 0.13406998113017207, 0.1370461354783637
32, 0.1534158067706008, 0.14742067230164935
33, 0.15341599085533986, 0.14741675220726472
34, 0.13315662017650368, 0.13478856143466741
35, 0.15729069704264925, 0.15114732758621632
36, 0.1623055607558469, 0.15800859285691454
37, 0.13795760662317666, 0.1333833452878845
38, 0.15820972146938733, 0.15387814203364603
39, 0.14488382805842712, 0.1427526483625384
40, 0.14016543602424078, 0.14080647612067843
41, 0.1513388369771483, 0.15595309039214408
42, 0.1489632484483406, 0.14362421085549615
43, 0.13580020568004264, 0.1364554079958347
44, 0.13840675523241872, 0.1348865954725095
45, 0.13817533917845282, 0.13464821507558966
46, 0.13003908060560213, 0.12894277853984387
47, 0.13004803556809763, 0.12893198976997278
48, 0.1567934591455327, 0.15637677795628793
49, 0.1306535426377134, 0.12952728157257978
50, 0.13254510253329188, 0.13149486922637152
51, 0.15803686087135907, 0.15259036569640103
52, 0.13023205101577298, 0.12897208487409872
53, 0.13798412476515132, 0.14116535139422073
54, 0.13714240642209596, 0.13740049404903792
55, 0.12882464531615004, 0.12929475824693162
56, 0.1559717205980856, 0.1530278758303888
57, 0.1377960715399756, 0.1388342365257637
58, 0.13271678072524684, 0.13340941165351575
59, 0.15139665553354228, 0.14683902329262222
60, 0.13360205398775993, 0.1321290239987016
61, 0.16500595199774, 0.16341057209248094
62, 0.1394338137979754, 0.13771345645609423
63, 0.13111402625650484, 0.12668483061885488
64, 0.145400754365446, 0.1446057442983315
65, 0.14616412101259477, 0.1427020220293819
66, 0.14665059707909067, 0.14195268744986617
67, 0.14169626856482118, 0.1420493732943374
68, 0.14655499480323614, 0.1417756938207407
69, 0.14374325600266122, 0.13812211765008356
70, 0.13250793107303246, 0.13156862920352283
71, 0.14728539204590912, 0.14274464835874737
72, 0.13084515094281035, 0.13011430321305067
73, 0.1415848823918896, 0.14104085752888612
74, 0.144799233092883, 0.14112587167265025
75, 0.13845773611371354, 0.13447861486287896
76, 0.13787226319723203, 0.13629429541646348
77, 0.14242101720565728, 0.1397490855729418
78, 0.14101235024058284, 0.1415550623688885
79, 0.1380532254149826, 0.13504212048238992
80, 0.13861179988808023, 0.1350489815572888
81, 0.14470631999334096, 0.14443186422789278
82, 0.14492162712752227, 0.13791012929883387
83, 0.14206281610058147, 0.1362950226338311
84, 0.15147728329772653, 0.1509355104477645
85, 0.1415646069980103, 0.13818295689767468
86, 0.13226053988391656, 0.13286961405834186
87, 0.14767873704846668, 0.1440857626088881
88, 0.13450246396759408, 0.13135974667371406
89, 0.14369286303609408, 0.14074008042411154
90, 0.14249685120011638, 0.13628137393108125
91, 0.14298950689016054, 0.13671002455754772
92, 0.1343417490417913, 0.13020150675171263
93, 0.1502398520194275, 0.1456835069836003
94, 0.1377932486168517, 0.13683659305934798
95, 0.13020649773944287, 0.13011273234898266
96, 0.14213780402477905, 0.13995239196964201
97, 0.1441814194602114, 0.13991474548505387
98, 0.15059718487347534, 0.14619415831864965
99, 0.1402798545824728, 0.13610909646121766
100, 0.16170626149787118, 0.16013771477096633
101, 0.14715447651420382, 0.14173387227552608
102, 0.13721764116691976, 0.13608588685320439
103, 0.1448239814365676, 0.14727870785591426
104, 0.13118007836150075, 0.12861616610821874
105, 0.14006676233629511, 0.13880884507511457
106, 0.1565918923334553, 0.15599908158195577
107, 0.1448270212351714, 0.14034892442944494
108, 0.14066125743930866, 0.13547982410102527
109, 0.1359250117346031, 0.13112084068022567
110, 0.15035160507558804, 0.14720137024521873
111, 0.14206420371494033, 0.13725978982109405
112, 0.14258638682277608, 0.14179980849319732
113, 0.13312596919242928, 0.13063148231068789
114, 0.13765787901631474, 0.1312403827404155
115, 0.13811150543568962, 0.13316770197482886
116, 0.14448596845784092, 0.13762408593407574
117, 0.14277951467005986, 0.14030412554377128
118, 0.14892946602174856, 0.1443431756678453
119, 0.13522774355312508, 0.12968029406921538
120, 0.1380684982828601, 0.13134188778232952
121, 0.1374357481540254, 0.13426766332690337
122, 0.13520944314707636, 0.13036845212805487
123, 0.14718385883386995, 0.14239187135599107
124, 0.13453306142299978, 0.1301514605125347
125, 0.13540946337074364, 0.12982445161076606
126, 0.14408171547419957, 0.13547858476813102
127, 0.13670283630552965, 0.133067562427901
128, 0.1376098573066642, 0.13341140289012196
129, 0.13647654934555797, 0.1330012596679897
130, 0.13800589523173531, 0.13438344989358209
131, 0.13221124740831203, 0.12991875565368238
132, 0.1430417898504191, 0.13538937827514602
133, 0.1395692914176142, 0.13560057549706372
134, 0.14624238727596162, 0.14390750730031576
135, 0.1463537185706822, 0.14400571903811346
136, 0.1406332278691287, 0.13349113930202613
137, 0.1279461737871405, 0.1259188571943918
138, 0.13883025785211836, 0.13587473361634658
139, 0.13852594694242468, 0.13499436216404076
140, 0.1380689252395506, 0.13478904060488817
141, 0.138396647573722, 0.1348496054525014
142, 0.13879166866410794, 0.13551331705805997
143, 0.13843932204001516, 0.13720224911602685
144, 0.13752454862206526, 0.13526126445218456
145, 0.13654055579319002, 0.13608581853813026
146, 0.149939571001656, 0.1482578781141206
147, 0.13459277263074917, 0.13189972726889296
148, 0.15002522317415298, 0.14832242297685594
149, 0.15167730684019842, 0.15254399618742212
150, 0.1447889399635528, 0.14403214136142514
151, 0.13425976961216682, 0.1343268376893218
152, 0.14091971280396265, 0.1403846470386992
153, 0.14278404661965757, 0.14084732658966873
154, 0.15556533523552457, 0.15269815169026388
155, 0.1408088979791611, 0.14100588446168552
156, 0.14097541825120746, 0.1411122906078578
157, 0.1408783478287218, 0.14111479526507706
158, 0.13631926106123549, 0.13497065537231862
159, 0.13802244761340413, 0.13770300956329246
160, 0.13137706165429275, 0.13054518226025785
161, 0.15549260072961, 0.15573885449772795
162, 0.13973105023534846, 0.13919754435183243
163, 0.13829777047423467, 0.13634303972491565
164, 0.14322961611584523, 0.13964028160026634
165, 0.14122914865147335, 0.13949738476043613
166, 0.1340797183707686, 0.13224121489868004
167, 0.13000439255330215, 0.12759320482606218
168, 0.1392727872486909, 0.13725305328625848
169, 0.13316578436067505, 0.13096977379483063
170, 0.140328450658863, 0.13944895468541496
171, 0.14267274185870707, 0.1435145188858532
172, 0.13587932780933223, 0.13462949505829414
173, 0.13708621681234792, 0.1356128794794854
174, 0.1427627317646389, 0.1401233767916438
175, 0.13244500199863596, 0.13209407429714584
176, 0.13123945663857456, 0.12857058542582617
177, 0.1280461940397713, 0.1273384734214523
178, 0.1271618633695055, 0.12710979949919202
179, 0.12830015055389885, 0.1280189166810636
180, 0.13731178989498838, 0.1364973774115657
181, 0.1278488790169717, 0.12607289942396785
182, 0.13350663245873245, 0.1321229356927865
183, 0.1475933058020041, 0.14673039247515482
184, 0.1472194858590507, 0.1471098374883531
185, 0.13984322573428862, 0.13964402174870078
186, 0.15228811334832953, 0.15030540930028136
187, 0.155688045512952, 0.15524728511937522
188, 0.13701744636912483, 0.13654880407333234
189, 0.1511552924330411, 0.14982669519105787
190, 0.14230483344951442, 0.14106922838978503
191, 0.1435688850896273, 0.14197795620177844
192, 0.14640448896950892, 0.1461312439632467
193, 0.14805033280613838, 0.14771635068894842
194, 0.1369447963824176, 0.13676287626713393
195, 0.15332422536050253, 0.15276366543143136
