Iteration, Train Error, Test Error
0, 0.13616191063543834, 0.13398844214792627
1, 0.13630667599610422, 0.1341928702130026
2, 0.13633956573832237, 0.13421535296094464
3, 0.1360835165262299, 0.1339531418484079
4, 0.13605141249270392, 0.13386014942981886
5, 0.13588750421170392, 0.13372829422911292
6, 0.13589628237526208, 0.13375797509103984
7, 0.13577968073459631, 0.13367413919944818
8, 0.13577913700724104, 0.13367373808388044
9, 0.13577962715072853, 0.13367482915505377
10, 0.1358589580879157, 0.13373648939933067
11, 0.13597773263427004, 0.1338517815006717
12, 0.13597026057411898, 0.13380501698888322
13, 0.13601362102503947, 0.13384990798071716
14, 0.13722948657708176, 0.13474600244199234
15, 0.13726124952987773, 0.1347704111777561
16, 0.13725780535371288, 0.13478109200524274
17, 0.13744918608986537, 0.13494977794562618
18, 0.13742706746871056, 0.13492510173352334
19, 0.1373766463606641, 0.13490528935798926
20, 0.13740359351495463, 0.1349285540427211
21, 0.13740359351495463, 0.1349285540427211
22, 0.13727812133449016, 0.13475083205074212
23, 0.13852846116994355, 0.13606844893727527
24, 0.13804443673625974, 0.13557100742912456
25, 0.13804443673625974, 0.13557100742912456
26, 0.13804794499830408, 0.13557179603285716
27, 0.1368588177080584, 0.13446050418191402
28, 0.13685630765069853, 0.13445710697012805
29, 0.13616021755875418, 0.13373572829202668
30, 0.1369784670254603, 0.1345799244511528
31, 0.13689961381419002, 0.13451302868682588
32, 0.1369027270076181, 0.13451735854215097
33, 0.1365926329806053, 0.1344090777823474
34, 0.13659615689974966, 0.13440521456552634
35, 0.13656400198636082, 0.13434568916413592
36, 0.13656639357079725, 0.1343052381584337
37, 0.13656845319702424, 0.13430546963580609
38, 0.13662994471809514, 0.13438834488195026
39, 0.13662994471809514, 0.13438834488195026
40, 0.13663223578102476, 0.13439093960244047
41, 0.13665490942524058, 0.134411815446826
42, 0.13668396214095885, 0.13443583692686653
43, 0.1366846907181821, 0.13443990315877813
44, 0.1359949748291989, 0.13382586419456188
45, 0.13609880046845538, 0.13385757264839418
46, 0.1359231715799751, 0.13365437799993793
47, 0.13590653898574231, 0.13364032549639146
48, 0.13596382703384188, 0.13369075521004561
49, 0.13686997304552842, 0.1346099107842414
50, 0.13691165849878645, 0.134649817163706
51, 0.1372141624074565, 0.13491667060069742
52, 0.13721361710267466, 0.13491700033260365
53, 0.1371809684186871, 0.1348827107911891
54, 0.1370850250897897, 0.1348410340648519
55, 0.13642033950014937, 0.13432856830358067
56, 0.13641709003658462, 0.1343232295234627
57, 0.1364652302955151, 0.13439167805581226
58, 0.13647961109691537, 0.13440242570562702
59, 0.1364615464251728, 0.1343862245253259
60, 0.1367603861355309, 0.13466825435321683
61, 0.13622683661447893, 0.13413639605432937
62, 0.13622616544325675, 0.13414504494720245
63, 0.1361609769154565, 0.13400812482236635
64, 0.1371063578184514, 0.13509499313689127
65, 0.13713496114915516, 0.1351198394901549
66, 0.13714697535608403, 0.13514365591301902
67, 0.1370510765123864, 0.1350536837841198
68, 0.13705269780992554, 0.13506298432294644
69, 0.13707050434551793, 0.13508950034388414
70, 0.13720570233326407, 0.13522702322474234
71, 0.13720750158321604, 0.13522884072149208
72, 0.13729310514955975, 0.13528514928152724
73, 0.13738949535833225, 0.13538277980595934
74, 0.1373664895565339, 0.13536024067135027
75, 0.13725252026178808, 0.1352033982711205
76, 0.1371957841485625, 0.13515216720953144
77, 0.13708538269896742, 0.13506804509024803
78, 0.13725145274195202, 0.13514888005490525
79, 0.1374613466488578, 0.13531460351112992
80, 0.13746052678635606, 0.13531411309416372
81, 0.1374771990010861, 0.13532228599718674
82, 0.13747700010918767, 0.13532197081787
83, 0.13778792207336615, 0.13560220967362507
84, 0.13781126962809362, 0.13564703074403345
85, 0.13787652371998946, 0.13567437489957854
86, 0.13766990060077022, 0.13548317893982345
87, 0.13702308796555007, 0.13484922349930262
88, 0.1369850741280909, 0.134831210102622
89, 0.1368691006185639, 0.13474589137170884
90, 0.13686314279317963, 0.13478009359246873
91, 0.13688950788991078, 0.1347835717352233
92, 0.13683457594906376, 0.1347535945477548
93, 0.13683724115288246, 0.13475591132257222
94, 0.13677177630079118, 0.13453225234313995
95, 0.1365046432161204, 0.13426797497949522
96, 0.13650693039291523, 0.13426919823977315
97, 0.1363858562247346, 0.13418034704961276
98, 0.13638175613294734, 0.134177921910365
99, 0.13636127872344833, 0.13415937406263112
100, 0.13633204403500548, 0.1341570897847191
101, 0.13634133702350196, 0.13418811182486173
102, 0.13630781045610815, 0.1341559831752225
103, 0.13623201006972813, 0.13400491856055832
104, 0.1362286109762424, 0.13397833478988003
105, 0.1362305909666654, 0.1339810172786136
106, 0.13620863087264348, 0.13395477059016253
107, 0.1359378670264251, 0.13369914168192745
108, 0.13571334620276695, 0.13349358388033675
109, 0.1346837165482264, 0.13259954178483713
110, 0.13465412093255213, 0.13257998318918895
111, 0.13465891001053618, 0.13258224787567155
112, 0.13466887500048857, 0.13259136634338772
113, 0.1345991719078259, 0.13254672910878815
114, 0.13461474160293296, 0.13256110209942826
115, 0.1345943443673358, 0.13254347201650651
116, 0.13438519969897875, 0.13238171045126595
117, 0.13434974325080923, 0.13235619052641096
118, 0.13439929087995275, 0.1323887966760949
119, 0.13434974325080923, 0.13235619052641096
120, 0.13408624554096088, 0.13211747453973013
121, 0.13414695072163338, 0.13218305189214802
122, 0.1340893376961305, 0.1321191792497887
123, 0.13406297171686127, 0.13209695146425832
124, 0.1340608589747971, 0.13209554203884327
125, 0.13412542055109028, 0.13218976686105047
126, 0.13405848937791434, 0.13210028742199406
127, 0.13431131754942563, 0.13229104559204416
128, 0.1342144526801253, 0.13226061972735603
129, 0.1339874229366379, 0.132108756752511
130, 0.1341184968423078, 0.13221227027269186
131, 0.13400696442600227, 0.13212710126821378
132, 0.13350562919595899, 0.13158785779992915
133, 0.1336248451829636, 0.1317431066123887
134, 0.13355802462634037, 0.13163323054347967
135, 0.13349080801324603, 0.1315785941042516
136, 0.13349595857799174, 0.13158433220738944
137, 0.1334783053554256, 0.13153284621360886
138, 0.13348582607196172, 0.131535305507207
139, 0.13345138046686833, 0.13149270348841313
140, 0.1337545765364016, 0.1317739836846459
141, 0.13337123252347272, 0.13141157687038957
142, 0.13332044179759378, 0.13123121537074478
143, 0.13330601294261918, 0.13121983389484176
144, 0.1336396847262348, 0.1314999027749506
145, 0.13330964171001464, 0.13121555880793623
146, 0.13397878223989781, 0.13172170664543675
147, 0.1333014635253556, 0.13121666901545007
148, 0.13318337966951668, 0.13112046256422497
149, 0.13335079959846563, 0.13131261774304237
150, 0.13322165357613971, 0.13114679806111065
151, 0.1330899637585488, 0.13099476590616282
152, 0.13307104789879434, 0.13100602558609098
153, 0.13319167041529395, 0.13114754383860303
154, 0.13330022691296978, 0.131113460612444
155, 0.132940740927194, 0.1308720296573164
156, 0.1329737105836154, 0.13091314663163792
157, 0.1326473104783232, 0.1305881392747892
158, 0.1325145099374719, 0.13044821756492472
159, 0.13254958923251256, 0.13048419435189984
160, 0.13235605151021793, 0.1302977507462784
161, 0.1323798965452125, 0.13032277911884205
162, 0.13240209516140747, 0.13036435465669408
163, 0.13235791161596697, 0.13028435823685366
164, 0.132313479610323, 0.13029734475549035
165, 0.1323249130828733, 0.13027422175115488
166, 0.13236427513935092, 0.1303338806229112
167, 0.1317826727299726, 0.1298414192825081
168, 0.13170964061467533, 0.12978239868286282
169, 0.1316709929729709, 0.1297412959881314
170, 0.13137567054440788, 0.12937280914077465
171, 0.13136438562055686, 0.12936123632279106
172, 0.1315617008058815, 0.12950881334672198
173, 0.1313748245065518, 0.12929481897176462
174, 0.13136498167847752, 0.1293544694895698
175, 0.1314416727492001, 0.1294308513019411
176, 0.13126419160900124, 0.12925208453918413
177, 0.13113081571043703, 0.1292061042151063
178, 0.13125669715466629, 0.12939704844274358
179, 0.1311572789746274, 0.12923026370746382
180, 0.13115884143698173, 0.12922283087722852
181, 0.13113123153399783, 0.12920616801383367
182, 0.1311183389562336, 0.12920630748104114
183, 0.13112510755325268, 0.12919172334266918
184, 0.13109886335571325, 0.12918641061359584
185, 0.13110224506967008, 0.12918957749439142
186, 0.1310800747968504, 0.12917200631781803
187, 0.13102476164333285, 0.12914656040852793
188, 0.13111384447688632, 0.12911057310615232
189, 0.13115809971917902, 0.12929526148424314
190, 0.1312243596645212, 0.12928713965575342
191, 0.13079119645291867, 0.12890723697933634
192, 0.13073948390930779, 0.12886049191223803
193, 0.13072971126873786, 0.12885221088649987
194, 0.1305394440062052, 0.1287570538122386
195, 0.1304445265330443, 0.1287347161850071
196, 0.1304184948908025, 0.12871539542611396
197, 0.13083888625000334, 0.12910053107618275
198, 0.13045477278847262, 0.128683398249472
199, 0.130476028669213, 0.12870539614060236
200, 0.1304184948908025, 0.12871539542611396
201, 0.1304193572991128, 0.1287167876405961
202, 0.1304295800856899, 0.12871647117236568
203, 0.1304356062280938, 0.1287364982403449
204, 0.13062461879751744, 0.12893829034570434
205, 0.130401039136251, 0.12870105406636706
206, 0.13012350741972803, 0.12848184022544878
207, 0.13009958166056737, 0.12847027288524582
208, 0.13016025244027551, 0.12852774018354723
209, 0.1306108225695528, 0.1289476024468035
210, 0.13008987907212527, 0.12847162333836404
211, 0.13010791515667422, 0.12848063669838414
212, 0.1300848026936456, 0.12846316557231727
